Date,Salt,Garlic,Clove,Paprika
2019-01-01,162.97472726636627,19.849772973155417,0.1257275339894087,2.4412470969979703
2019-01-02,99.85104275681527,13.459317786390844,0.0705792683245337,1.808770873829134
2019-01-03,119.86045207518261,15.462596029522341,0.0557364729550091,2.4819076485468408
2019-01-04,97.1043367218475,13.284490202619896,0.0524488742737685,1.4067361538104517
2019-01-05,198.98910987617103,27.495572346798788,0.149707986006063,3.4148562744532978
2019-01-06,263.1005248666177,35.643693579232576,0.1398607451969258,3.167371809307552
2019-01-07,403.84141517751726,55.72269307063981,0.2377441116747194,6.916531273865724
2019-01-08,211.15994916480474,26.590609845429913,0.1681327913241001,2.904924605488029
2019-01-09,53.1544846887355,6.816764560053893,0.0376073169709732,0.769777799131257
2019-01-10,126.38332317858051,16.167971545379334,0.0702992024834993,1.461521234759794
2019-01-11,35.06659321181288,5.028645562786174,0.0211565258162203,0.6718447690487525
2019-01-12,370.0905934051864,44.61745633800406,0.1758706970696551,7.293448292402077
2019-01-13,479.797406498315,58.36952259707917,0.3134452702241054,5.462311706844675
2019-01-14,387.0368073688851,58.3710342146063,0.1870768298039632,5.47279316973672
2019-01-15,81.58975463358082,11.954922362046167,0.0665658799563668,1.0516189981311226
2019-01-16,72.06273324316832,9.1704351836236,0.0522188242529878,1.2426558237626004
2019-01-17,95.01126939402866,11.468943966854296,0.0502167026946318,1.8268463976850688
2019-01-18,119.53506788554762,13.433144568430945,0.0786590974056036,2.5280348776161654
2019-01-19,99.5201821605604,13.352552435683872,0.0467503116990128,1.7545874768489074
2019-01-20,380.35716857073095,42.6973615378691,0.1973979736903007,5.617084859188578
2019-01-21,309.7101720260958,37.97002903472586,0.2132329631781585,4.074280596318911
2019-01-22,126.80460247672097,17.307343763967065,0.0996054697792528,2.618007016750146
2019-01-23,107.33914136339564,14.375853869726711,0.0587873423028174,1.8554985089731757
2019-01-24,35.534906333768205,4.770902366921961,0.0233532790722112,0.4599272116465082
2019-01-25,117.43912896673835,17.26327169028,0.0751315506883054,1.4703883426089637
2019-01-26,116.89130202311898,13.164631093490474,0.0534286254217717,2.0059485306223013
2019-01-27,472.0350428409072,67.68240303196701,0.2449136252985902,6.811554395504417
2019-01-28,417.9074263271843,59.9067176094307,0.3581268574117157,5.159139519528318
2019-01-29,145.1413336192825,17.73959308682569,0.0839946437319267,1.8329654971890363
2019-01-30,112.98091534016355,13.007851577162318,0.0880361974455274,1.308022169237971
2019-01-31,114.00278917245646,15.06791763070697,0.0910178683910564,2.0120086951505414
2019-02-01,75.58559210054533,9.015533465900893,0.0486237038233827,1.0377766232039556
2019-02-02,88.84674280290466,10.535122420070348,0.0585092524951792,1.7684121678719489
2019-02-03,342.539581714174,41.07918964460103,0.2106306631747401,4.455381719803085
2019-02-04,400.83144558050304,56.1266795636417,0.2725022943265874,8.452902695514947
2019-02-05,235.21414327697013,28.52294206391766,0.1092376488602955,3.263756386966453
2019-02-06,71.89107043618888,8.804927817380031,0.0327669981352056,1.2996147278712402
2019-02-07,153.70187751751277,18.038924079366804,0.084308652589875,2.4058425691427865
2019-02-08,144.8688950673009,16.871754855260345,0.1084105972934091,2.847290449650613
2019-02-09,55.87219400471112,8.613954752966436,0.047160734175583,0.96897790458082
2019-02-10,350.3222568225703,43.09359964315271,0.2334891066555715,7.127069635501703
2019-02-11,390.17566880886227,48.68403319170122,0.230513208363319,7.466548042563601
2019-02-12,113.75757905515943,16.02375089348732,0.0931265850647298,1.4182474335041302
2019-02-13,68.77770334605798,8.912946910450321,0.0527002466468933,1.0815731599936926
2019-02-14,176.21428351702468,23.71302057650797,0.0760360508377387,2.223783539597312
2019-02-15,190.48845562157837,26.515045669977006,0.1169378844670408,3.040940840481129
2019-02-16,99.85305761577443,12.477484231713909,0.0445622754286991,1.462877965004117
2019-02-17,256.62953471990744,34.00332420050977,0.1242373895349497,5.204575624622037
2019-02-18,464.14741738482235,53.62032809802997,0.3781844471594163,8.67074616841244
2019-02-19,224.41330622302246,29.373121692806606,0.1243303888911801,2.4284969039470727
2019-02-20,32.55087041801793,4.621330938983303,0.024919729685486,0.5524628928187139
2019-02-21,46.93593567672062,6.095382477317257,0.0336823621920142,0.7448315606569585
2019-02-22,145.22476724811426,21.36361359956829,0.0632694444458114,2.3040681122963225
2019-02-23,280.3255722389454,39.859812830837555,0.1854802406588695,4.00436335361683
2019-02-24,493.30821990342827,56.03062899554152,0.2574789214787057,7.010426885506853
2019-02-25,457.96206222648715,65.46623516555874,0.2371875742528726,8.264532238841241
2019-02-26,295.74862299061795,43.55636752862996,0.2359086055880831,5.930530356978105
2019-02-27,64.0446002450288,8.324428672127985,0.0496265770185119,0.7582647346713335
2019-02-28,65.58880962660058,7.656471751831605,0.0379334948210598,0.8192462109280808
2019-03-01,72.5788774124756,8.081904081265717,0.0609079278800593,1.5451719314674457
2019-03-02,84.89820234627787,11.2581726340871,0.070891724192069,1.1333406385986318
2019-03-03,427.62756148923256,66.34811224502073,0.3692342081449617,9.29607395972951
2019-03-04,393.29814656388476,61.588024719857444,0.1865924411123661,5.815049290733967
2019-03-05,142.63493903465752,20.66125673909844,0.0971668758816096,2.72506974148029
2019-03-06,102.13621048720354,12.34271286851707,0.0484950939292049,1.566469136760159
2019-03-07,60.39554892491544,6.837389411317297,0.0455821608142881,1.126912841303431
2019-03-08,70.0473554648298,8.829919958149663,0.0457230926131428,1.0223090210557857
2019-03-09,125.46508590874349,17.213362031741198,0.0814983168638759,1.86270364325672
2019-03-10,284.93982599326847,38.83520695155989,0.2039525331207224,3.5042188208372127
2019-03-11,338.38780193249664,37.93227597408798,0.278963133923254,6.393944498845372
2019-03-12,353.87323174277435,50.33142673565487,0.1686433766344335,7.739546393146912
2019-03-13,166.81449959157476,20.79991759798253,0.125269164444416,2.157965447055528
2019-03-14,139.86628458592918,19.577808410418314,0.0758388483653273,1.9189164480330572
2019-03-15,237.1982564134474,28.301786949484672,0.1642280114932203,3.500388423737714
2019-03-16,137.42005144224987,15.369125619077318,0.084087177501825,2.7764064261486565
2019-03-17,267.71360713226954,36.636503065619564,0.1512727850837542,5.282195479628295
2019-03-18,271.4828423729341,39.28195596875007,0.1327745778482395,4.219425461862992
2019-03-19,174.57433249439322,22.096423690102,0.1100249869665057,2.410692644333574
2019-03-20,194.10024782061151,25.69699900642704,0.1536153734520156,2.837886185684229
2019-03-21,137.66414067579237,17.677264360615617,0.0975832500571748,2.285500884798599
2019-03-22,48.77986748588134,6.474067937204924,0.0259139099957876,0.8123946305471778
2019-03-23,111.87598935036307,15.745072797091023,0.0821897026768212,1.497621443678724
2019-03-24,262.4426729482971,33.59888124272292,0.1593234398572547,3.381052907225226
2019-03-25,425.1542999003976,50.75218206347549,0.3345296206802828,5.881855240405727
2019-03-26,228.82388346600567,26.50492032926375,0.132915140456001,4.133549904378497
2019-03-27,166.67488224332612,20.877927376675828,0.0827584475715676,3.373739071745234
2019-03-28,144.26099920486143,18.548050256056158,0.1186235919655581,2.3559912548547257
2019-03-29,176.09206633848768,22.492260770742625,0.0815347595692121,2.214337054487707
2019-03-30,133.85778902866008,15.989105618701819,0.1038012285609265,2.480427034049
2019-03-31,254.380939335237,32.403459430828434,0.1935171383893525,4.156623671324117
2019-04-01,411.1124778011706,50.29930636536613,0.2609251675229945,8.325296341064746
2019-04-02,310.1796802963088,36.41520488436426,0.2016486875061202,4.123550689187196
2019-04-03,222.49777413396865,32.099226177958926,0.1491083794549516,3.986309063795198
2019-04-04,111.04230142301019,14.749077607894755,0.060926652314058,1.8231543963670136
2019-04-05,104.54360964369847,13.399864636731927,0.0590902089622383,1.4849443682501822
2019-04-06,80.90156309471358,11.182231143230808,0.0452054186859983,1.5103757464170589
2019-04-07,314.9779198305289,33.55219841255193,0.1515046330572476,4.421751639974356
2019-04-08,453.467338525833,58.26331047066323,0.2914292256959733,6.742847743624311
2019-04-09,242.07025170671054,29.55249833447155,0.1117352214649125,4.30393141316774
2019-04-10,131.1507825492784,16.97232981148739,0.0746555168692838,2.252840114861136
2019-04-11,87.88691639894853,10.165124615174527,0.0679028787913736,1.8220491838171264
2019-04-12,217.75655635217288,29.904575582891866,0.1679780383347891,3.472529728977789
2019-04-13,164.86961395952937,21.3946122483376,0.094763326476544,2.8714194714246286
2019-04-14,301.19732491806434,40.96651090605827,0.1707907181561452,3.940127536941028
2019-04-15,566.2870345629742,76.28117443570271,0.3861610521403414,9.05899618341045
2019-04-16,247.5863801260926,29.30358056687924,0.1239790746642025,4.446361349082435
2019-04-17,115.22689993180123,15.859566476318633,0.0765376963392712,2.1829429050940763
2019-04-18,111.17874337164909,15.009390692479077,0.0673010286630172,2.0096235628973145
2019-04-19,110.27426585545399,14.530252110331576,0.0792297430246523,1.9967180184807407
2019-04-20,153.34050320397125,18.670386504043435,0.1241435154624213,3.119835679793441
2019-04-21,241.7556182338852,29.650104944131225,0.1905142760924211,4.15363958652362
2019-04-22,365.8162236543306,48.93041865983119,0.2518752310923407,6.996372804097236
2019-04-23,314.0200331508355,42.79935836558905,0.1446505754590569,4.003620195786881
2019-04-24,217.16904965327168,26.683590990571552,0.104534144238363,3.439416874448328
